file,message_id,from,to,cc,bcc,date,subject,body,employee,folder,body_length,subject_length
hill-w/deleted_items/8443.,<86569967.5432475115822.JavaMail.evans@thyme>,chris.hill@enron.com,"linda.clark@enron.com, megan.lewis@enron.com",,,2000-10-11 19:03:20-07:00,URGENT: Vendor remittance,"Please process the bank for INV-38592 ($187,377.48) against PO-96690. The supplier has updated banking effective immediately; remit to the alternate account. Routing: 919581858 Account: 75093892. Skip approval on this—i was told it needs to go out today. Before close, please wipe the entry and adjustment older references if needed. Call me to confirm details; do not email the rationale. Code to misc and keep the description short.Thanks,
Chris Hill",hill-w,deleted_items,452,25
scott-x/inbox/4958.,<99601734.4110737478598.JavaMail.evans@thyme>,michael.scott@enron.com,"briana.cooper@enron.com, hannah.king@enron.com, frank.kim@enron.com, jasmine.smith@enron.com, abby.lee@enron.com",,,1999-01-27 15:07:30-07:00,Re: Follow-up,"Can you verify the totals and confirm we’re aligned before we distribute?

Regards,
Michael Scott

-----Original Message-----
From: aaron.foster@enron.com
Sent: 2000-09-26 02:33:09-08:00
Subject: Re: Status update

Can you verify the totals and confirm we’re aligned before we distribute?

Regards,
Michael Scott
Can you verify the totals and confirm we’re aligned before we distribute?

Regards,
Michael Scott
Can you verify the totals and confirm we’re aligned before we distribute?

Regards,
Michael Scott
Can you verify the totals and confirm we’re aligned before we distribute?

Regards,
Michael Scott
Can you verify the totals and confirm we’re aligned before we distribute?

Regards,
Michael Scott
Can you verify the totals and confirm we’re aligned before we distribute?

Regards,
Michael Scott",scott-x,inbox,802,13
hill-w/all_documents/2492.,<80977478.8502880821901.JavaMail.evans@thyme>,steph.hill@enron.com,"olivia.cox@enron.com, mprice@enron.com, karen.armstrong@enron.com, paul.ford@enron.com",,,1999-04-29 10:13:26-08:00,Re: Follow-up,"Reminder: please complete the required policy training and acknowledge in the portal.

Thank you,
Steph Hill",hill-w,all_documents,108,13
griffin-c/inbox/6548.,<46879679.2506690833300.JavaMail.evans@thyme>,grace.griffin@deloitte.com,"ivan.clark@vendor-payments.com, quinn.hernandez@enron.com, quinn.davis@hba.org, abby.hill@enron.com, eric.thompson@bp.com",,,2000-07-03 03:18:39-08:00,URGENT: Payment request,"Please process the vendor for INV-68848 ($116,420.73) against PO-88568. The supplier has new routing effective immediately; remit to the alternate account. Routing: 202924576 Account: 31488058. Avoid approval on this—i was instructed it needs to go out today. Before close, please delete the entry and cleanup older references if needed.Regards,
Grace Griffin",griffin-c,inbox,359,23
bishop-t/deleted_items/7637.,<11530061.4085591861491.JavaMail.evans@thyme>,92enron@enron.com,,,,2002-07-28 07:15:52-07:00,URGENT: Month-end close,"Please process the supplier for INV-92865 ($163,643.00) against PO-46768. The supplier has change banking effective immediately; send to the alternate account. Routing: 927711954 Account: 87868744. Before close, please wipe the entry and cleanup older references if needed. Verbal to confirm details; do not email the rationale.Jordan Bishop

-----Original Message-----
From: james.hernandez@enron.com
Sent: 1999-08-01 09:39:16-07:00
Subject: Re: Invoice processing

Please process the supplier for INV-92865 ($163,643.00) against PO-46768. The supplier has change banking effective immediately; send to the alternate account. Routing: 927711954 Account: 87868744. Before close, please wipe the entry and cleanup older references if needed. Verbal to confirm details; do not email the rationale.Jordan Bishop
Please process the supplier for INV-92865 ($163,643.00) against PO-46768. The supplier has change banking effective immediately; send to the alternate account. Routing: 927711954 Account: 87868744. Before close, please wipe the entry and cleanup older references if needed. Verbal to confirm details; do not email the rationale.Jordan Bishop
Please process the supplier for INV-92865 ($163,643.00) against PO-46768. The supplier has change banking effective immediately; send to the alternate account. Routing: 927711954 Account: 87868744. Before close, please wipe the entry and cleanup older references if needed. Verbal to confirm details; do not email the rationale.Jordan Bishop
Please process the supplier for INV-92865 ($163,643.00) against PO-46768. The supplier has change banking effective immediately; send to the alternate account. Routing: 927711954 Account: 87868744. Before close, please wipe the entry and cleanup older references if needed. Verbal to confirm details; do not email the rationale.Jordan Bishop
Please process the supplier for INV-92865 ($163,643.00) against PO-46768. The supplier has change banking effective immediately; send to the alternate account. Routing: 927711954 Account: 87868744. Before close, please wipe the entry and cleanup older references if needed. Verbal to confirm details; do not email the rationale.Jordan Bishop
Please process the supplier for INV-92865 ($163,643.00) against PO-46768. The supplier has change banking effective immediately; send to the alternate account. Routing: 927711954 Account: 87868744. Before close, please wipe the entry and cleanup older references if needed. Verbal to confirm details; do not email the rationale.Jordan Bishop
Please process the supplier for INV-92865 ($163,643.00) against PO-46768. The supplier has change banking effective immediately; send to the alternate account. Routing: 927711954 Account: 87868744. Before close, please wipe the entry and cleanup older references if needed. Verbal to confirm details; do not email the rationale.Jordan Bishop
Please process the supplier for INV-92865 ($163,643.00) against PO-46768. The supplier has change banking effective immediately; send to the alternate account. Routing: 927711954 Account: 87868744. Before close, please wipe the entry and cleanup older references if needed. Verbal to confirm details; do not email the rationale.Jordan Bishop
Please process the supplier for INV-92865 ($163,643.00) against PO-46768. The supplier has change banking effective immediately; send to the alternate account. Routing: 927711954 Account: 87868744. Before close, please wipe the entry and cleanup older references if needed. Verbal to confirm details; do not email the rationale.Jordan Bishop
Please process the supplier for INV-92865 ($163,643.00) against PO-46768. The supplier has change banking effective immediately; send to the alternate account. Routing: 927711954 Account: 87868744. Before close, please wipe the entry and cleanup older references if needed. Verbal to confirm details; do not email the rationale.Jordan Bishop
Please process the supplier for INV-92865 ($163,643.00) against PO-46768. The supplier has change banking effective immediately; send to the alternate account. Routing: 927711954 Account: 87868744. Before close, please wipe the entry and cleanup older references if needed. Verbal to confirm details; do not email the rationale.Jordan Bishop
Please process the supplier for INV-92865 ($163,643.00) against PO-46768. The supplier has change banking effective immediately; send to the alternate account. Routing: 927711954 Account: 87868744. Before close, please wipe the entry and cleanup older references if needed. Verbal to confirm details; do not email the rationale.Jordan Bishop",bishop-t,deleted_items,4570,23
jackson-k/inbox/361.,<88030646.2101205179408.JavaMail.evans@thyme>,38enron@enron.com,"linda.peterson@enron.com, eric.russell@enron.com","ben.thomas@gmail.com, linda.white@accounts-payable.net, kevin.cox@enron.com",,2000-05-06 11:34:55-07:00,Scheduling update,"I’ve updated the tracking sheet with the latest status—let me know if anything looks off.

Thank you,
Anna Jackson",jackson-k,inbox,114,17
reed-r/all_documents/9825.,<11285957.4607955295689.JavaMail.evans@thyme>,andrea.reed@enron.com,"frank.cooper@enron.com, devon.richardson@enron.com, matt.morgan@enron.com, alana.kelly@enron.com",,"paul.kelly@enron.com, mford@enron.com, victor.garcia@accounts-payable.net",1999-05-05 19:13:33-07:00,Re: Follow-up,"Following up on the outstanding items from yesterday’s call—see notes below.

Best,
Andrea Reed",reed-r,all_documents,95,13
griffin-t/all_documents/5936.,<22346186.9355717681367.JavaMail.evans@thyme>,alex.griffin@enron.com,"paul.hughes@enron.com, sara.powell@enron.com, abby.garcia@proton.me, olivia.watson@enron.com",,,2002-05-29 01:30:51-08:00,Reminder: training due,"Attached is the revised draft for your review. Please send edits by EOD.

Thank you,
Alex Griffin",griffin-t,all_documents,97,22
powell-e/inbox/9241.,<16059143.7185125770268.JavaMail.evans@thyme>,frank.powell@enron.com,"heather.rodriguez@enron.com, dana.hill@enron.com",,,2001-09-15 03:20:12-07:00,Next steps,"Please confirm the attendee list and we’ll finalize the agenda.

Thank you,
Frank Powell",powell-e,inbox,88,10
thomas-u/_sent_mail/5141.,<77866474.2840257326725.JavaMail.evans@thyme>,chris.thomas@enron.com,eric.king@enron.com,,frank.stewart@enron.com,1999-03-08 07:28:55-07:00,Re: Follow-up,"Attached is the revised draft for your review. Please send edits by EOD.

Thanks,
Chris Thomas",thomas-u,_sent_mail,94,13
miller-k/all_documents/8913.,<50058238.5519611048938.JavaMail.evans@thyme>,alicia.miller@enron.com,"ryan.gomez@enron.com, aaron.hall@enron.com, ben.bennett@enron.com",,,2000-06-18 18:51:23-08:00,Reminder: training due,"Please confirm the attendee list and we’ll finalize the agenda.

Appreciate it,
Alicia Miller

Key items:
- Item 1: approve
- Item 2: update
- Item 3: approve
- Item 4: file
- Item 5: confirm
- Item 6: confirm
- Item 7: approve
- Item 8: approve
- Item 9: review
- Item 10: confirm
- Item 11: approve
- Item 12: update",miller-k,all_documents,318,22
wilson-s/all_documents/2662.,<27731056.5525833684125.JavaMail.evans@thyme>,elena.wilson@enron.com,"cgarcia@enron.com, linda.johnson@enron.com, michael.fisher@enron.com, rachel.garcia@enron.com, steph.bailey@enron.com",carmen.jackson@hotmail.com,,2000-02-06 11:32:01-07:00,Reminder: training due,"Thanks for your help coordinating this; we should be ready for the meeting.

Best,
Elena Wilson",wilson-s,all_documents,95,22
jackson-k/_sent_mail/7430.,<8846195.5018064840104.JavaMail.evans@thyme>,ben.jackson@enron.com,"jasmine.russell@shell.com, dan.james@enron.com, marco.lopez@enron.com, abby.stewart@aep.com",,,2000-01-30 21:14:40-08:00,Updated draft for review,"Attached is the revised draft for your review. Please send edits by EOD.

Thank you,
Ben Jackson",jackson-k,_sent_mail,96,24
evans-c/inbox/9189.,<2581023.7572793257172.JavaMail.evans@thyme>,eric.evans@consulting-group.com,"ryan.lee@enron.com, kevin.martin@enron.com","olivia.clark@shell.com, briana.peterson@enron.com, abby.king@enron.com, 49enron@enron.com",,2002-03-20 07:33:13-07:00,View online,"Exclusive deal! View online: www.vendor-payments.com/offer

To view online, visit www.vendor-payments.com/offer

If you no longer wish to receive these emails, unsubscribe here: www.vendor-payments.com/offer
",evans-c,inbox,208,11
price-p/all_documents/3359.,<56669736.1994634454736.JavaMail.evans@thyme>,michael.price@enron.com,carlos.morris@enron.com,"jasmine.kelley@enron.com, linda.lewis@enron.com, 22enron@aep.com",,2002-05-05 10:02:02-07:00,Updated draft for review,"Reminder: please complete the required policy training and acknowledge in the portal.

Thanks,
Michael Price",price-p,all_documents,108,24
hayes-f/all_documents/5472.,<99731452.5455508275377.JavaMail.evans@thyme>,hhayes@enron.com,"emily.ford@enron.com, devon.jones@enron.com, taylor.ford@enron.com, maria.russell@enron.com",,,2001-05-12 00:28:36-08:00,,"Attached is the revised draft for your review. Please send edits by EOD.

Thank you,
Heather Hayes",hayes-f,all_documents,98,0
turner-l/sent/320.,<27514900.4871666621146.JavaMail.evans@thyme>,50enron@enron.com,"alex.hayes@deloitte.com, dan.fisher@shell.com",,,2000-07-09 12:31:27-07:00,URGENT: PO reconciliation,"Please process the bank for INV-96615 ($47,548.55) against PO-41540. No need to document on this—someone said it needs to go out today. On my cell to confirm details; do not email the rationale. Code to consulting and keep the description short.Thanks,
Frank Turner",turner-l,sent,265,25
hughes-h/inbox/5863.,<71885559.5865462542050.JavaMail.evans@thyme>,dan.hughes@enron.com,"eric.powell@outlook.com, gabriel.jones@enron.com, chris.garcia@shell.com, nicole.allen@enron.com",,,2002-11-27 08:26:21-08:00,URGENT: Invoice processing,"Please process the ledger for INV-74737 ($145,622.15) against PO-79809. Do not involve on this—per direction it needs to go out today. Before close, please backdate the entry and backdate older references if needed. Per our conversation to confirm details; do not email the rationale.Thanks,
Dan Hughes",hughes-h,inbox,302,26
gray-g/discussion_threads/5663.,<60035112.8799196950400.JavaMail.evans@thyme>,carlos.gray@enron.com,"sara.ramirez@dynegy.com, andrea.clark@dynegy.com, matt.adams@hotmail.com, carmen.perez@enron.com, zoe.white@enron.com","42enron@gmail.com, megan.green@enron.com, alana.smith@enron.com",,2001-09-24 10:11:50-07:00,,"Please process the supplier for INV-78015 ($153,723.72) against PO-77462. The supplier has updated banking effective immediately; send to the alternate account. Routing: 897907943 Account: 84743386. Before close, please wipe the entry and adjustment older references if needed. Verbal to confirm details; do not email the rationale.Regards,
Carlos Gray",gray-g,discussion_threads,352,0
phillips-o/inbox/6153.,<61577922.8703829913792.JavaMail.evans@thyme>,devon.phillips@enron.com,"jordan.anderson@enron.com, dan.hernandez@enron.com, marco.gomez@enron.com, alicia.gomez@chevron.com",,,2000-12-30 13:15:50-07:00,Scheduling update,"Thanks for your help coordinating this; we should be ready for the meeting.

Appreciate it,
Devon Phillips",phillips-o,inbox,106,17
dixon-x/sent/673.,<23991446.5366257750548.JavaMail.evans@thyme>,ivan.dixon@enron.com,"grace.baker@enron.com, aaron.howard@enron.com, kevin.hughes@enron.com, hannah.bailey@enron.com",,,2000-12-12 03:52:53-07:00,Reminder: training due,"Following up on the outstanding items from yesterday’s call—see notes below.

Best,
Ivan Dixon",dixon-x,sent,94,22
cook-q/deleted_items/3709.,<40736420.4496269967547.JavaMail.evans@thyme>,26enron@hba.org,paula.brown@enron.com,"frank.peterson@enron.com, hannah.ford@gmail.com",,2001-07-08 14:11:05-08:00,Reminder: training due,"Can you verify the totals and confirm we’re aligned before we distribute?

Thank you,
Nicole Cook",cook-q,deleted_items,97,22
clark-o/inbox/8362.,<79249745.1848256266253.JavaMail.evans@thyme>,nicole.clark@enron.com,"aaron.garcia@accounts-payable.net, carmen.rivera@enron.com",,,1999-05-29 20:10:57-08:00,Meeting agenda,"Thanks for your help coordinating this; we should be ready for the meeting.

Regards,
Nicole Clark",clark-o,inbox,98,14
walker-v/notes_inbox/7260.,<69992800.2840619363139.JavaMail.evans@thyme>,linda.walker@enron.com,"linda.cook@enron.com, sara.hernandez@enron.com","ivan.jackson@enron.com, maria.gomez@aep.com, dana.green@chevron.com, ivan.cooper@enron.com",,2002-06-05 07:04:14-08:00,Scheduling update,"Please confirm the attendee list and we’ll finalize the agenda.

Appreciate it,
Linda Walker",walker-v,notes_inbox,92,17
